City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country
Laas,46.6166,10.7002,36.0,74,75,6.91,IT
Port-Gentil,-0.7193,8.7815,78.8,94,20,4.61,GA
Bani Walid,31.7566,13.9942,49.86,62,0,6.93,LY
Provideniya,64.3833,-173.3,12.2,79,40,2.24,RU
Tha Mai,12.6214,102.0048,80.01,99,98,3.06,TH
Goiatuba,-18.0125,-49.3547,69.6,87,97,4.14,BR
Mirny,62.5353,113.9611,11.52,92,100,8.48,RU
Charlestown,-32.95,151.6667,70.0,80,47,4.65,AU
Novopokrovskaya,45.9514,40.7006,37.0,80,100,16.42,RU
Tura,25.5198,90.2201,67.96,35,0,3.96,IN
Taywarah,33.35,64.4167,33.89,45,100,1.32,AF
Vao,-22.6667,167.4833,76.57,80,46,13.38,NC
Tsumeb,-19.2333,17.7167,68.0,94,95,1.14,NA
Lüderitz,-26.6481,15.1594,63.41,77,0,24.0,NA
Uruaçu,-14.5247,-49.1408,71.69,87,93,1.34,BR
Slave Lake,55.2834,-114.769,28.4,59,1,5.75,CA
Kāgal,16.5833,74.3167,71.74,52,0,1.25,IN
Guebwiller,47.9167,7.2,42.8,61,0,8.05,FR
Isangel,-19.55,169.2667,78.8,89,75,7.43,VU
Liwale,-9.7667,37.9333,68.02,98,29,0.83,TZ
Kemijärvi,66.7131,27.4306,22.98,96,97,3.33,FI
Castro Daire,40.8984,-7.9338,57.0,78,50,4.65,PT
Nouadhibou,20.931,-17.0347,66.2,77,0,16.11,MR
Saint-Pierre,-21.3393,55.4781,78.8,73,0,4.61,RE
Boguchany,58.3814,97.4531,10.29,96,98,5.55,RU
Pangnirtung,66.1451,-65.7125,-22.0,76,1,3.44,CA
Turukhansk,65.8167,87.9833,9.03,96,100,5.32,RU
Guarapari,-20.6667,-40.4975,79.0,73,0,12.66,BR
Elgin,42.0373,-88.2812,30.99,86,90,17.27,US
Nemuro,43.3236,145.575,34.54,70,0,11.25,JP
Médéa,36.2642,2.7539,44.6,93,40,2.3,DZ
Shimoda,34.6667,138.95,57.99,48,64,1.01,JP
Umeå,63.8284,20.2597,28.99,86,0,8.05,SE
Morrinhos,-17.7311,-49.0994,69.1,90,90,2.86,BR
Yulara,-25.2406,130.9889,57.2,41,0,8.05,AU
Durrës,41.3231,19.4414,42.8,87,75,1.14,AL
Oeiras,-7.0253,-42.1311,75.24,83,25,3.42,BR
Galle,6.0367,80.217,76.51,85,69,5.17,LK
Bilāsipāra,26.232,90.2347,67.28,45,0,3.09,IN
Naryan-Mar,67.6713,53.087,16.27,96,99,5.53,RU
Puerto Carreño,6.189,-67.4859,88.05,50,96,10.36,CO
Rampur Hat,24.1667,87.7833,72.63,38,0,4.25,IN
Mayor Pablo Lagerenza,-19.9309,-60.7718,83.46,59,99,6.15,PY
Kyzyl-Suu,42.3414,78.0056,27.7,75,60,4.7,KG
Soe,-9.8607,124.284,67.48,94,100,1.9,ID
Kibakwe,-6.7167,36.3667,63.39,95,18,3.24,TZ
Wawa,9.9022,4.4192,87.67,21,60,5.66,NG
Progreso,21.2833,-89.6667,95.0,31,75,9.22,MX
Ozinki,51.1786,49.6769,12.16,83,17,12.66,RU
Belmonte,-15.8631,-38.8828,78.8,69,40,10.36,BR
San Gabriel Tetzoyocán,18.75,-97.7,80.4,21,0,9.22,MX
Nchelenge,-9.3451,28.734,68.94,81,43,2.24,ZM
Tigzirt,36.8886,4.1198,50.94,77,2,4.0,DZ
Boyolangu,-8.1181,111.8935,74.62,88,83,0.81,ID
Fortuna,40.5982,-124.1573,48.99,57,90,24.16,US
Borogontsy,62.6683,131.1683,-6.21,96,75,5.88,RU
Krasnyy Chikoy,50.3643,108.7512,12.34,91,100,2.33,RU
Tadine,-21.55,167.8833,80.29,72,27,8.63,NC
Prome,18.8167,95.2167,64.62,43,0,1.66,MM
Düzce,40.8389,31.1639,52.93,81,81,1.41,TR
Sambava,-14.2667,50.1667,77.68,88,100,7.78,MG
Yendi,9.4427,-0.0099,92.93,27,88,1.9,GH
Chifeng,42.2683,118.9636,29.1,22,29,12.03,CN
Miraflores,19.2167,-98.8083,78.8,22,75,6.91,MX
Chukhloma,58.7525,42.6825,32.7,96,100,10.4,RU
Bousso,10.4795,16.7117,86.43,30,68,6.53,TD
El Dorado,38.7666,-120.5177,39.0,84,99,4.18,US
Faya,18.3851,42.4509,64.4,44,0,3.44,SA
Ashtian,34.5217,50.0019,40.68,66,77,2.24,IR
Port Hedland,-20.3167,118.5667,78.8,78,59,6.91,AU
Los Llanos de Aridane,28.6585,-17.9182,66.2,59,90,17.27,ES
Weligama,5.9667,80.4167,74.86,87,89,5.1,LK
Mendrisio,45.8674,8.9821,48.99,49,0,1.14,CH
Dehlorān,32.6941,47.2679,67.1,40,82,6.49,IR
Beisfjord,68.3751,17.5988,26.6,100,40,3.44,NO
Yeppoon,-23.1333,150.7333,75.2,83,90,8.05,AU
La Ronge,55.1001,-105.2842,30.2,59,78,13.8,CA
Gondanglegi,-7.7479,112.0132,74.12,90,70,3.09,ID
Novopokrovka,49.8425,36.5477,33.8,86,0,11.18,UA
Shawville,45.6001,-76.4827,23.0,40,0,3.29,CA
Bulgan,48.8125,103.5347,17.89,89,96,2.48,MN
Kiruna,67.8557,20.2251,19.4,93,90,2.3,SE
Mayo,38.8876,-76.5119,41.0,33,1,9.22,US
Pandamatenga,-18.5278,25.627,64.18,93,24,3.56,BW
Palm Valley,30.1775,-81.3876,73.0,73,59,5.99,US
Rancho Palos Verdes,33.7445,-118.387,55.99,54,40,27.63,US
Broome,42.2506,-75.833,24.8,33,1,10.36,US
Ban Tak,17.0432,99.0813,71.94,78,55,5.1,TH
La Asuncion,11.0333,-63.8628,84.2,61,49,19.57,VE
Uchaly,54.2996,59.4521,12.87,77,100,6.46,RU
Corralillo,22.9819,-80.5856,75.54,74,0,19.13,CU
Nizhniy Baskunchak,48.2198,46.8311,29.62,56,25,15.88,RU
Omagh,54.6,-7.3,48.4,97,100,5.97,GB
Orotukan,62.2667,151.7,12.45,90,100,5.1,RU
Sola,-13.8833,167.55,79.65,75,100,9.4,VU
Vanimo,-2.6741,141.3028,79.9,80,100,4.32,PG
Anadyr,64.75,177.4833,-5.01,77,0,22.37,RU
Sars,56.5502,57.1366,12.63,88,97,13.58,RU
Kālīganj,23.4095,89.1402,67.26,73,0,2.26,BD
Machado,-21.6747,-45.9197,68.45,91,99,3.15,BR
Muroto-misakicho,33.2833,134.15,50.0,81,75,5.75,JP
Kaduna,10.5222,7.4383,80.74,17,16,4.25,NG
Quatre Cocos,-20.2078,57.7625,78.8,83,40,9.22,MU
Inuvik,68.3499,-133.7218,-5.8,71,100,4.61,CA
Rafsanjān,30.4067,55.9939,55.11,32,24,0.81,IR
Ol'ga,43.7444,135.2892,37.33,65,100,8.7,RU
De Aar,-30.6497,24.0123,62.28,71,0,6.15,ZA
Olinda,-8.0089,-34.8553,78.8,69,75,10.36,BR
Tilichiki,60.4667,166.1,3.87,77,78,3.71,RU
Bilibino,68.0546,166.4372,-10.43,83,45,3.06,RU
Agirish,61.9247,63.0231,14.59,91,82,5.84,RU
Petites Anses,15.8501,-61.6442,78.8,73,75,8.05,GP
Khandyga,62.6667,135.6,-13.58,96,16,2.62,RU
Keti Bandar,24.1447,67.4497,74.57,80,0,15.19,PK
Beloha,-25.1667,45.05,74.07,78,0,9.06,MG
Vilyuysk,63.7553,121.6247,1.18,96,96,5.61,RU
Manakara,-22.1333,48.0167,74.75,89,55,1.39,MG
Uenohara,35.6167,139.1167,60.01,81,40,3.44,JP
Mandalgovi,45.7625,106.2708,20.84,29,100,8.3,MN
Kirovskiy,45.0917,133.5136,29.35,83,65,3.6,RU
Mogadishu,2.0371,45.3438,79.79,81,95,15.66,SO
Lázaro Cárdenas,17.9583,-102.2,80.74,67,3,7.92,MX
Kanashevo,55.2169,62.0634,23.0,86,90,8.95,RU
Kenai,60.5544,-151.2583,24.8,79,90,5.75,US
Mehamn,71.0357,27.8492,21.2,79,20,10.36,NO
Qian’an,44.9932,124.0581,23.31,37,16,18.5,CN
Port Blair,11.6667,92.75,78.33,79,74,6.51,IN
Fort Nelson,58.8053,-122.7002,21.2,58,40,8.37,CA
Tommot,58.9564,126.2925,-3.37,90,20,1.81,RU
