City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country
Kosh-Agach,50.0,88.6667,16.2,66,100,2.48,RU
Talara,-4.5772,-81.2719,74.16,60,0,17.27,PE
Broome,42.2506,-75.833,66.56,80,90,1.99,US
Sohag,26.557,31.6948,78.57,37,0,15.19,EG
Imeni Poliny Osipenko,52.4201,136.4853,32.07,75,8,4.68,RU
Inta,66.0317,60.1659,31.35,86,63,7.05,RU
Dali,25.7,100.1833,59.81,96,46,4.47,CN
Panjāb,34.388,67.0233,43.47,53,0,5.97,AF
Mersing,2.4312,103.8405,76.91,94,93,5.75,MY
Oskarshamn,57.2645,16.4484,60.57,68,100,17.27,SE
Saint-Augustin,51.226,-58.6502,43.2,88,100,8.23,CA
Sfântu Gheorghe,45.8667,25.7833,48.27,71,0,4.16,RO
Pangkalanbuun,-2.6833,111.6167,72.86,99,100,1.83,ID
Krasnyy Oktyabr',56.1167,38.8833,40.26,88,100,4.07,RU
Houma,29.5958,-90.7195,89.01,81,92,6.29,US
Inongo,-1.95,18.2667,71.98,93,57,3.71,CD
Srandakan,-7.9386,110.2506,58.73,78,71,5.46,ID
Liberal,37.0431,-100.921,81.63,31,1,0.0,US
Sandpoint,48.2766,-116.5533,68.56,53,8,3.87,US
Tilichiki,60.4667,166.1,37.0,94,100,18.77,RU
Oytal,42.9057,73.2697,48.56,50,77,1.52,KZ
Lilongwe,-13.9669,33.7873,77.4,41,23,7.65,MW
Lac-Mégantic,45.5834,-70.8823,62.51,59,66,1.68,CA
Katymár,46.034,19.2094,62.08,40,15,11.74,HU
Port Lincoln,-34.7333,135.8667,52.25,67,76,25.84,AU
Kondoa,-4.9,35.7833,70.12,42,100,7.83,TZ
Havre-St-Pierre,50.2334,-63.5986,55.76,58,75,4.61,CA
Lieksa,63.3167,30.0167,46.72,85,17,14.25,FI
Taveta,-3.3963,37.6736,72.64,63,100,8.21,KE
Bhatkal,13.9667,74.5667,79.83,89,89,4.63,IN
Kirando,-7.4167,30.6,77.11,71,40,4.79,TZ
Zhigansk,66.7697,123.3711,25.56,85,93,6.2,RU
Moranbah,-22.0016,148.0466,68.02,87,0,10.87,AU
Moose Factory,51.2585,-80.6094,59.0,67,1,11.5,CA
High Level,58.5169,-117.136,46.51,53,75,13.8,CA
Conakry,9.538,-13.6773,82.47,83,75,6.91,GN
Mariinsk,56.2139,87.7472,33.01,94,99,5.23,RU
Novy Urengoy,66.0833,76.6333,31.78,78,100,7.9,RU
Savannah Bight,16.45,-85.85,89.65,73,19,6.85,HN
Tongzi,28.7829,105.0877,78.53,78,13,3.04,CN
Sisimiut,66.9395,-53.6735,37.33,72,15,3.71,GL
Katangli,51.7102,143.2326,39.24,82,100,8.05,RU
Vasil'yevskiy Mokh,57.0132,35.919,37.81,100,83,4.34,RU
Svetlaya,46.5389,138.3297,53.15,84,100,6.55,RU
Tura,25.5198,90.2201,71.78,98,99,4.03,IN
Sibu,2.3,111.8167,75.51,100,40,2.3,MY
Marsh Harbour,26.5412,-77.0636,80.92,64,0,10.87,BS
Khovd,48.0056,91.6419,32.63,36,1,3.56,MN
La Orilla,17.9833,-102.2333,85.73,63,9,6.31,MX
Koumac,-20.5667,164.2833,72.36,91,11,10.67,NC
Tavda,58.0425,65.2726,28.02,94,73,5.59,RU
Toila,59.4236,27.5025,49.71,78,47,18.19,EE
Kitgum,3.2783,32.8867,67.55,92,46,2.62,UG
Seymchan,62.8833,152.4333,27.88,75,100,12.62,RU
Suşehri,40.1644,38.0867,50.07,86,67,4.97,TR
Orlik,52.5178,99.825,19.38,79,100,3.15,RU
Cobija,-11.0267,-68.7692,95.5,34,100,2.95,BO
Grammichele,37.2123,14.6397,63.86,76,25,0.87,IT
Barkhan,29.8977,69.5256,79.34,43,41,5.32,PK
Manzanillo,20.3433,-77.1167,88.83,54,37,2.51,CU
Jining,35.405,116.5814,70.81,97,100,4.83,CN
Tezu,27.9167,96.1667,73.62,99,100,2.33,IN
Hoi An,15.8794,108.335,78.76,87,100,6.02,VN
Trofors,65.5333,13.4063,58.46,97,100,6.73,NO
Nikita,44.5333,34.2333,45.73,73,51,11.56,UA
Charters Towers,-20.1,146.2667,67.53,95,5,8.55,AU
Porto Walter,-8.2686,-72.7439,97.56,34,93,5.35,BR
Baykit,61.67,96.37,34.75,94,98,1.05,RU
Ixtapa,20.7,-105.2,88.23,62,20,4.61,MX
Aliaga,15.5167,120.8667,74.89,90,84,1.57,PH
Nālūt,30.3333,10.85,80.28,27,0,8.66,LY
Casper,42.8666,-106.3131,74.5,18,1,10.0,US
La Tuque,47.4334,-72.7824,61.05,48,1,10.36,CA
Kalga,50.9251,118.898,34.25,63,100,3.09,RU
Am Timan,11.0297,20.2827,74.05,76,61,3.31,TD
Puerto Limón,10.0,-83.0333,85.89,70,0,4.61,CR
Sobolevo,54.4299,31.8996,44.96,79,100,6.69,RU
Comodoro Rivadavia,-45.8667,-67.5,64.26,27,40,24.16,AR
Mitsamiouli,-11.3847,43.2844,75.63,82,9,8.97,KM
Mariehamn,60.0973,19.9348,57.06,82,0,23.02,AX
Viedma,-40.8135,-62.9967,60.91,28,3,16.28,AR
Duvan,55.695,57.9024,34.81,67,100,7.14,RU
San Carlos,9.6612,-68.5827,88.5,56,92,3.51,VE
Nova Odesa,47.3078,31.7851,48.6,48,100,6.73,UA
Quelimane,-17.8786,36.8883,80.55,69,0,14.97,MZ
Kerrville,30.0474,-99.1403,86.63,52,40,0.0,US
Beauceville,46.2179,-70.7787,63.79,51,0,2.3,CA
Luján,-34.5703,-59.105,64.04,41,99,8.01,AR
Yairipok,24.6667,94.0667,66.65,98,73,1.21,IN
Coahuayana Viejo,18.7333,-103.6833,87.28,56,100,6.02,MX
Kiruna,67.8557,20.2251,43.72,87,90,18.41,SE
Kapoeta,4.7717,33.5903,77.07,70,95,5.93,SS
Brownsville,25.9018,-97.4975,91.4,67,20,4.0,US
Kaili,-3.4626,120.2147,64.85,80,100,3.58,ID
Mpika,-11.8343,31.4529,70.65,50,69,3.44,ZM
Kampong Thom,12.7111,104.8887,76.08,92,38,2.86,KH
Jizan,17.3333,42.6667,83.34,61,98,5.46,SA
Ilo,-17.6394,-71.3375,63.91,72,3,9.37,PE
Xiaoshi,41.2971,124.1209,56.25,99,100,4.72,CN
Oodweyne,9.4092,45.064,76.14,63,98,7.18,SO
Langxiang,46.95,128.8833,39.25,97,100,2.8,CN
Girvan,55.2426,-4.8555,52.52,87,74,17.02,GB
Desaguadero,-16.5656,-69.0417,59.83,23,7,14.61,PE
Bandarbeyla,9.4942,50.8122,78.6,86,97,21.5,SO
San Jerónimo,-11.9472,-75.2829,64.27,44,81,5.35,PE
Erzin,36.9559,36.2,75.92,64,0,3.22,TR
Chernushka,56.5072,56.0766,39.31,51,100,8.21,RU
Novobirilyussy,56.9514,90.6661,29.41,91,97,3.27,RU
Bereket,39.2446,55.5154,60.53,18,0,19.26,TM
Yazd,31.8972,54.3675,73.51,23,0,6.91,IR
