City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country
Honningsvåg,70.9821,25.9704,33.8,64,75,24.16,NO
Theunissen,-28.411,26.7011,69.24,75,71,6.17,ZA
Price,39.5994,-110.8107,26.6,59,40,11.5,US
Assiut,27.181,31.1837,71.6,49,40,20.71,EG
Tura,25.5198,90.2201,63.61,52,0,3.4,IN
Narón,43.5167,-8.1528,59.0,58,40,4.61,ES
Gayny,60.3071,54.3241,14.0,96,100,6.73,RU
Merano,46.6682,11.1595,51.8,62,0,2.3,IT
Boli,45.7667,130.5167,-11.06,77,0,4.47,CN
Bonavista,48.6499,-53.1147,41.0,100,61,8.05,CA
Tiznit Province,29.5833,-9.5,68.56,34,0,7.25,MA
Touros,-5.1989,-35.4608,84.2,65,40,16.11,BR
Sibolga,1.7427,98.7792,78.53,84,100,3.27,ID
Suez,29.9737,32.5263,64.99,53,82,17.47,EG
Khanpur,28.6453,70.6567,62.94,31,0,8.05,PK
Ossora,59.2353,163.0719,15.33,95,100,22.44,RU
Dafeng,23.4517,108.5881,68.4,49,0,5.61,CN
São João da Barra,-21.6403,-41.0511,89.6,48,20,11.5,BR
Leeuwarden,53.2014,5.8086,37.99,93,90,8.05,NL
Kalang,5.9197,121.3631,80.19,84,67,9.55,PH
Wum,6.3833,10.0667,92.28,11,13,6.98,CM
Goianésia,-15.3175,-49.1175,86.86,57,54,2.51,BR
Fort Nelson,58.8053,-122.7002,-14.8,64,75,5.75,CA
Kochevo,59.5994,54.3125,14.41,97,100,7.11,RU
Balabac,7.9868,117.0645,80.17,81,100,16.49,PH
Udachny,66.4167,112.4,-29.94,82,96,5.97,RU
Uyaan,7.8631,124.0411,63.37,100,86,2.62,PH
Amahai,-3.3333,128.9167,79.03,82,100,5.23,ID
Moerai,-22.4333,-151.3333,80.22,75,19,10.45,PF
Labuhan,-6.8844,112.2051,79.41,85,97,15.52,ID
Juruti,-2.1522,-56.0922,90.23,50,74,4.88,BR
Cuenca,-2.8833,-78.9833,57.2,94,90,6.91,EC
Tingo María,-9.2895,-76.0088,78.8,73,20,3.44,PE
Bay City,43.5945,-83.8889,30.0,69,1,11.5,US
Santa Isabel Rio Negro,-0.4139,-65.0192,82.49,89,100,3.67,BR
Riyadh,24.6877,46.7219,78.8,24,0,11.5,SA
Payo,-3.7508,103.6372,73.47,96,100,1.74,ID
General Cepeda,25.3833,-101.45,64.4,39,1,5.75,MX
Noboribetsu,42.4514,141.1731,12.0,85,20,5.75,JP
Batticaloa,7.7102,81.6924,77.38,79,100,11.3,LK
Togur,58.3631,82.8265,8.6,95,96,7.81,RU
Liuhe,42.2401,125.7172,9.27,93,0,9.13,CN
Tilichiki,60.4667,166.1,0.03,94,87,14.07,RU
Qui Nhon,13.7667,109.2333,72.01,87,96,11.86,VN
Priyutnoye,46.1011,43.5072,52.38,65,100,9.19,RU
Inta,66.0317,60.1659,-1.97,93,97,2.8,RU
Nouadhibou,20.931,-17.0347,71.6,64,0,16.11,MR
Bila Tserkva,49.8094,30.1121,37.63,97,100,12.21,UA
Safi,32.2994,-9.2372,59.9,80,97,9.73,MA
Bahraich,27.5833,81.6,67.1,42,74,1.25,IN
Neijiang,29.5835,105.0622,53.2,76,83,5.35,CN
São Filipe,14.8961,-24.4956,72.61,77,83,14.45,CV
El Alto,-4.2714,-81.2147,77.0,65,90,17.27,PE
San Policarpo,12.1791,125.5072,79.99,85,7,15.26,PH
Arrondissement de Carpentras,44.0833,5.1667,59.0,82,90,2.3,FR
Tauá,-5.9667,-40.3,90.59,39,61,10.04,BR
Östersund,63.1792,14.6357,12.0,92,75,9.22,SE
Grindavik,63.8424,-22.4338,37.4,87,75,27.63,IS
Bandarbeyla,9.4942,50.8122,74.59,65,0,14.41,SO
Kimbe,-5.5502,150.1429,76.95,90,100,0.63,PG
Chernyshevskiy,63.0128,112.4714,-26.52,87,99,3.38,RU
Iranshahr,27.2025,60.6848,71.6,11,0,4.61,IR
Chase,50.8165,-119.6857,28.4,86,100,1.14,CA
Jalu,29.0331,21.5482,68.31,40,0,10.89,LY
Concordia,-31.393,-58.0209,75.2,69,75,17.27,AR
Lewistown,40.5992,-77.5714,30.99,74,1,10.36,US
Saint-Louis,16.3333,-15.0,97.7,8,100,7.43,SN
Sisimiut,66.9395,-53.6735,2.12,75,0,12.59,GL
Bonnyville,54.2668,-110.735,-9.4,70,75,4.61,CA
Lüshunkou,38.8,121.2667,41.0,42,0,8.95,CN
Muros,42.7762,-9.0603,59.0,67,66,2.82,ES
Pagėgiai,55.1381,21.9089,20.68,96,97,6.58,LT
Saint-Alexandre,44.2278,4.6214,57.0,82,90,2.3,FR
Buraidah,26.326,43.975,80.6,29,40,14.97,SA
Kuchera,26.9839,73.9719,66.99,28,18,15.86,IN
Cauquenes,-35.9671,-72.3225,85.53,34,1,2.28,CL
Kyzyl-Suu,42.3414,78.0056,27.41,74,48,6.85,KG
Chimbote,-9.0853,-78.5783,73.9,65,94,6.73,PE
Fuerte Olimpo,-21.0415,-57.8738,76.28,82,100,7.81,PY
Alice Springs,-23.7,133.8833,81.0,69,90,5.75,AU
Wilmington,34.2257,-77.9447,43.0,33,1,4.61,US
Rāy,23.6833,85.05,64.4,55,0,3.67,IN
Kota Belud,6.351,116.4305,77.0,88,20,6.26,MY
Ajdabiya,30.7554,20.2263,63.61,64,0,10.83,LY
Yangi Marg`ilon,40.4272,71.7189,42.8,49,4,4.61,UZ
Broken Hill,-31.95,141.4333,84.2,20,90,11.5,AU
Haines Junction,60.7522,-137.5108,-29.2,68,100,1.14,CA
Sapa,5.1544,120.3241,80.08,84,100,8.32,PH
Nianzishan,47.5167,122.8833,-0.44,91,100,2.82,CN
Mount Isa,-20.7333,139.5,86.0,58,62,11.5,AU
Konëvo,62.1215,39.3192,14.94,97,97,4.56,RU
Koutiala,12.3917,-5.4642,98.82,8,43,5.41,ML
Gao,16.6362,1.637,91.58,9,50,12.06,ML
Mailsi,29.8003,72.1758,60.75,42,0,8.63,PK
Sorong,-0.8833,131.25,82.17,75,100,11.21,ID
Nago,26.5881,127.9761,60.8,81,1,6.91,JP
Ust-Kuyga,70.0167,135.6,-28.88,82,100,3.56,RU
Kermanshah,34.3142,47.065,53.6,30,90,4.61,IR
Puerto Baquerizo Moreno,-0.9,-89.6,82.4,83,40,16.11,EC
Nyāmti,14.15,75.5833,75.94,38,40,3.6,IN
Terra Santa,-2.1042,-56.4869,91.06,51,95,4.92,BR
Marzuq,14.4,46.4667,68.7,41,0,8.52,YE
Caeté,-19.88,-43.6697,84.2,45,40,5.75,BR
Hervey Bay,-25.2986,152.8535,72.0,83,13,1.01,AU
Kyren,51.6828,102.1408,17.24,84,77,4.7,RU
Riachão das Neves,-11.7461,-44.91,95.05,37,3,3.31,BR
Birao,10.2849,22.7882,99.03,9,53,8.57,CF
Emerald,-23.5333,148.1667,78.8,73,34,14.97,AU
Zhangaözen,43.3,52.8,47.05,67,18,8.21,KZ
Talnakh,69.4865,88.3972,-20.4,86,100,1.9,RU
Camacha,33.0833,-16.3333,53.6,87,40,2.3,PT
Pergamino,-33.89,-60.5736,79.0,67,0,4.0,AR
Villamontes,-21.25,-63.5,75.2,83,90,5.73,BO
Pāsighāt,28.0667,95.3333,64.65,40,0,4.29,IN
Howard Springs,-12.497,131.047,80.6,94,90,11.5,AU
Chara,56.9064,118.2631,-14.75,81,100,1.28,RU
Zhezkazgan,47.8043,67.7144,24.28,98,100,7.54,KZ
